itemid,item,item_en,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,abbreviation,categoryid,category,category_en,ordercategoryid,ordercategory,islabresult,valueid,value,unitid,unit,ucum_code,low_normal_value,high_normal_value,expected_min_value,expected_max_value,table,count,count_validated
19775,Dapson,Dapson,NaN,NaN,NaN,Dapson,268,Medicatie,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,24,NA
19796,Aandacht - fysiek -Status01,Attention - physical -Status01,NaN,NaN,NaN,Aandacht - fysiek -Status01,729,Verpleegkundig dashboard,NaN,NA,NaN,0,1,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,3595,3595
19797,Aandacht - fysiek -Status02,Attention - physical -Status02,NaN,NaN,NaN,Aandacht - fysiek -Status02,729,Verpleegkundig dashboard,NaN,NA,NaN,0,3,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,2272,2272
19798,Aandacht - fysiek -Status03,Attention - physical -Status03,NaN,NaN,NaN,Aandacht - fysiek -Status03,729,Verpleegkundig dashboard,NaN,NA,NaN,0,5,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1489,1489
19799,Aandacht - fysiek -Status04,Attention - physical -Status04,NaN,NaN,NaN,Aandacht - fysiek -Status04,729,Verpleegkundig dashboard,NaN,NA,NaN,0,7,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,874,874
19800,Aandacht - fysiek -Status05,Attention - physical -Status05,NaN,NaN,NaN,Aandacht - fysiek -Status05,729,Verpleegkundig dashboard,NaN,NA,NaN,0,9,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,551,551
19801,Aandacht - fysiek -Status06,Attention - physical -Status06,NaN,NaN,NaN,Aandacht - fysiek -Status06,729,Verpleegkundig dashboard,NaN,NA,NaN,0,11,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,277,277
19802,Aandacht - fysiek -Status07,Attention - physical -Status07,NaN,NaN,NaN,Aandacht - fysiek -Status07,729,Verpleegkundig dashboard,NaN,NA,NaN,0,13,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,181,181
19803,Aandacht - fysiek -Status09,Attention - physical -Status09,NaN,NaN,NaN,Aandacht - fysiek -Status09,729,Verpleegkundig dashboard,NaN,NA,NaN,0,15,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,49,49
19804,Aandacht - fysiek -Status10,Attention - physical -Status10,NaN,NaN,NaN,Aandacht - fysiek -Status10,729,Verpleegkundig dashboard,NaN,NA,NaN,0,17,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,17,17
19805,Aandacht - fysiek -Status08,Attention - physical -Status08,NaN,NaN,NaN,Aandacht - fysiek -Status08,729,Verpleegkundig dashboard,NaN,NA,NaN,0,17,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,113,113
19816,Aandacht - psyche -Status01,Attention - psyche -Status01,NaN,NaN,NaN,Aandacht - psyche -Status01,729,Verpleegkundig dashboard,NaN,NA,NaN,0,1,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1395,1395
19817,Aandacht - psyche -Status02,Attention - psyche -Status02,NaN,NaN,NaN,Aandacht - psyche -Status02,729,Verpleegkundig dashboard,NaN,NA,NaN,0,3,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,406,406
19818,Aandacht - psyche -Status03,Attention - psyche -Status03,NaN,NaN,NaN,Aandacht - psyche -Status03,729,Verpleegkundig dashboard,NaN,NA,NaN,0,5,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,142,142
19819,Aandacht - psyche -Status04,Attention - psyche -Status04,NaN,NaN,NaN,Aandacht - psyche -Status04,729,Verpleegkundig dashboard,NaN,NA,NaN,0,7,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,80,80
19820,Aandacht - psyche -Status05,Attention - psyche -Status05,NaN,NaN,NaN,Aandacht - psyche -Status05,729,Verpleegkundig dashboard,NaN,NA,NaN,0,9,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,36,36
19831,Aandacht - sociaal -Status01,Attention - social -Status01,NaN,NaN,NaN,Aandacht - sociaal -Status01,729,Verpleegkundig dashboard,NaN,NA,NaN,0,1,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1505,1505
19832,Aandacht - sociaal -Status02,Attention - social -Status02,NaN,NaN,NaN,Aandacht - sociaal -Status02,729,Verpleegkundig dashboard,NaN,NA,NaN,0,3,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,388,388
19833,Aandacht - sociaal -Status03,Attention - social -Status03,NaN,NaN,NaN,Aandacht - sociaal -Status03,729,Verpleegkundig dashboard,NaN,NA,NaN,0,5,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,130,130
19834,Aandacht - sociaal -Status04,Attention - social -Status04,NaN,NaN,NaN,Aandacht - sociaal -Status04,729,Verpleegkundig dashboard,NaN,NA,NaN,0,7,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,51,51
19835,Aandacht - sociaal -Status05,Attention - social -Status05,NaN,NaN,NaN,Aandacht - sociaal -Status05,729,Verpleegkundig dashboard,NaN,NA,NaN,0,9,Actief,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,16,16
19837,Checklist Bezittingen gecontroleerd/meegegeven,Checklist Possessions checked/given,NaN,NaN,NaN,Checklist Bezittingen gecontroleerd/meegegeven,729,Verpleegkundig dashboard,NaN,NA,NaN,0,1,Ja,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,325,325
19838,Checklist Druksysteem gecontroleerd,Checklist Pressure system checked,NaN,NaN,NaN,Checklist Druksysteem gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,1,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,68,68
19840,Checklist Fixatie gecontroleerd,Checklist Fixation checked,NaN,NaN,NaN,Checklist Fixatie gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,5,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,24,24
19841,Checklist Medicatie gecontroleerd,Checklist Medication checked,NaN,NaN,NaN,Checklist Medicatie gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,9,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,179,179
19844,Checklist Opdrachten gecontroleerd,Checklist Assignments checked,NaN,NaN,NaN,Checklist Opdrachten gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,13,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,170,170
19845,Checklist Pompen gecontroleerd,Checklist Pumps Checked,NaN,NaN,NaN,Checklist Pompen gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,17,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,180,180
19846,Checklist Processen gecontroleerd,Checklist Processes Checked,NaN,NaN,NaN,Checklist Processen gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,21,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,183,183
19847,Checklist Sondevoeding gecontroleerd,Checklist Probe feeding checked,NaN,NaN,NaN,Checklist Sondevoeding gecontroleerd,729,Verpleegkundig dashboard,NaN,NA,NaN,0,25,Ja - correct,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,75,75
19872,Visus hulpmiddelen,Vision aids,NaN,NaN,NaN,Visus hulpmiddelen,729,Verpleegkundig dashboard,NaN,NA,NaN,0,1,Bril,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,2808,2808
19875,Melatonine (Circadin),Melatonins (Circadin),NaN,NaN,NaN,Melatonine (Circadin),268,Medicatie,NaN,29,Niet iv CZS/Sedatie/Analgetica,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,278,NA
19885,LANTUS (insuline glargine),LANTUS (insuline glargine),NaN,NaN,NaN,LANTUS (insuline glargine),268,Medicatie,NaN,67,Injecties Hormonen/Vitaminen/Mineralen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,54,NA
19888,TR-band,TR-band,NaN,NaN,NaN,TR-band,438,PROC. Circulatie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,102,NA
19889,TR-band controle,TR-band controle,NaN,NaN,NaN,TR-band controle,430,OPDR. Circulatie,NaN,81,Opdr. Circulatie,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,296,NA
19890,Checklist Medicatie op naam meegegeven,Checklist Medication given by name,NaN,NaN,NaN,Checklist Medicatie op naam meegegeven,729,Verpleegkundig dashboard,NaN,NA,NaN,0,4,Ja,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,105,105
19891,Atovaquon (Wellvone),Atovaquone (Wellvone),NaN,NaN,NaN,Atovaquon (Wellvone),268,Medicatie,NaN,21,Niet iv Antimicrobiele middelen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,7,NA
19892,Finasteride (Proscar),Finasteride (Proscar),NaN,NaN,NaN,Finasteride (Proscar),268,Medicatie,NaN,71,Niet iv Hormonen/Vitaminen/Mineralen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,11,NA
19893,Zopiclon (Imovane),Zopiclone (Imovane),NaN,NaN,NaN,Zopiclon (Imovane),268,Medicatie,NaN,29,Niet iv CZS/Sedatie/Analgetica,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,117,NA
19894,Escitalopram (Lexapro),Escitalopram (Lexapro),NaN,NaN,NaN,Escitalopram (Lexapro),268,Medicatie,NaN,29,Niet iv CZS/Sedatie/Analgetica,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,8,NA
19895,Exemestaan (Aromasin),Exemestaan (Aromasin),NaN,NaN,NaN,Exemestaan (Aromasin),268,Medicatie,NaN,71,Niet iv Hormonen/Vitaminen/Mineralen,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,1,NA
19896,Betahistine (Betaserc),Betahistine (Betaserc),NaN,NaN,NaN,Betahistine (Betaserc),268,Medicatie,NaN,32,Niet iv Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,13,NA
19905,Antistoffen HLA (bloed),Antibodies HLA (blood),NaN,NaN,NaN,Antistoffen HLA (bloed),500,LAB-Hem-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,2,2
19907,Bloedkweek preparaat toelichting (bloed),Blood culture specimen explanation (blood),NaN,NaN,NaN,Bloedkweek preparaat toelichting (bloed),561,LAB-Viro-Micro-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,7,7
19908,Chlamydia pneumoniae DNA PCR (br.scopie),Chlamydia pneumoniae DNA PCR (br.scopie),NaN,NaN,NaN,Chlamydia pneumoniae DNA PCR (br.scopie),515,LAB-Viro-Micro-br.scopie,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5,5
19912,Ratio 6MMP-6TGN (bloed),Ratio 6MMP-6TGN (blood),NaN,NaN,NaN,Ratio 6MMP-6TGN (bloed),482,LAB-Tox-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
19913,Sonde controle,Counter probes,NaN,NaN,NaN,Sonde controle,615,P_Sonde,NaN,NA,NaN,0,1,pH-sticks,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,14,14
19915,COMBI - Studie,COMBI - Study,NaN,NaN,NaN,COMBI - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,4,NA
19918,Loratadine,Loratadine,NaN,NaN,NaN,Loratadine,268,Medicatie,NaN,32,Niet iv Overig,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,3,NA
19930,Zonisamide (Zonegran),Zonisamide (Zonegran),NaN,NaN,NaN,Zonisamide (Zonegran),268,Medicatie,NaN,29,Niet iv CZS/Sedatie/Analgetica,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,4,NA
19931,Montelukast (Singulair),Montelukast (Singulair),NaN,NaN,NaN,Montelukast (Singulair),268,Medicatie,NaN,70,Niet iv Tractus Respiratorius,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,103,NA
19942,Vitamine C studie,Vitamine C studie,NaN,NaN,NaN,Vitamine C studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,34,NA
19943,Phase angle,Phase angle,NaN,NaN,NaN,Phase angle,730,Bio-impedantie,NaN,NA,NaN,0,NA,NaN,204,°,deg,5,9,NA,NA,numericitems,729,729
19944,Reactance (Xc),Reactance (Xc),NaN,NaN,NaN,Reactance (Xc),730,Bio-impedantie,NaN,NA,NaN,0,NA,NaN,339,Ohm,Ohm,NaN,NaN,NA,NA,numericitems,733,733
19945,Resistance (R),Resistance (R),NaN,NaN,NaN,Resistance (R),730,Bio-impedantie,NaN,NA,NaN,0,NA,NaN,339,Ohm,Ohm,NaN,NaN,NA,NA,numericitems,734,734
19986,Contactisolatie 1 extra maatregelen,Contact isolation 1 additional measures,NaN,NaN,NaN,Contactisolatie 1 extra maatregelen,445,PROC. Infectie,NaN,NA,NaN,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,processitems,62,NA
19994,Donatie Geschiktheid als orgaandonor,Donation Eligibility as an organ donor,NaN,NaN,NaN,Donatie Geschiktheid als orgaandonor,732,Overleden-Donatie,NaN,NA,NaN,0,1,Ja,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,152,152
19995,Donatie Geschiktheid als weefseldonor,Donation Eligibility as a tissue donor,NaN,NaN,NaN,Donatie Geschiktheid als weefseldonor,732,Overleden-Donatie,NaN,NA,NaN,0,1,Ja,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,269,269
20000,Donatie Moment van overlijden,Donation Moment of death,NaN,NaN,NaN,Donatie Moment van overlijden,732,Overleden-Donatie,NaN,NA,NaN,0,1,Overleden tijdens behandeling,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,106,106
20004,Donatie Natuurlijke dood,Donation Natural Death,NaN,NaN,NaN,Donatie Natuurlijke dood,732,Overleden-Donatie,NaN,NA,NaN,0,1,Ja,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,599,599
20006,Donatie obductie gevraagd,Donation obduction requested,NaN,NaN,NaN,Donatie obductie gevraagd,732,Overleden-Donatie,NaN,NA,NaN,0,1,Ja,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,283,283
20011,Donatie toestemming,Donation permission,NaN,NaN,NaN,Donatie toestemming,732,Overleden-Donatie,NaN,NA,NaN,0,1,"Ja, voor Orgaandonatie",NA,NaN,NaN,NaN,NaN,NA,NA,listitems,14,14
20013,Donatie Toestemming voor Organen,Donation Consent for Organs,NaN,NaN,NaN,Donatie Toestemming voor Organen,732,Overleden-Donatie,NaN,NA,NaN,0,1,Hart,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,20,20
20014,Donatie Toestemming voor weefsels donatie,Donation Consent for tissues donation,NaN,NaN,NaN,Donatie Toestemming voor weefsels donatie,732,Overleden-Donatie,NaN,NA,NaN,0,1,Hoornvliezen,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,58,58
20015,Donatie Donorregister geraadpleegd Uitkomst,Donation Donor Registry consulted Outcome,NaN,NaN,NaN,Donatie Donorregister geraadpleegd Uitkomst,732,Overleden-Donatie,NaN,NA,NaN,0,1,Toestemming,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,57,57
20018,Streef Thrombo's onderwaarde,Aim Thrombo's lower value,NaN,NaN,NaN,Streef Thrombo's onderwaarde,723,Medisch dashboard en statusvoering,NaN,NA,NaN,0,NA,NaN,101,10^9/l,10*9/L,NaN,NaN,NA,NA,numericitems,340,340
20019,Streef Hb onderwaarde,Target Hb lower value,NaN,NaN,NaN,Streef Hb onderwaarde,723,Medisch dashboard en statusvoering,NaN,NA,NaN,0,NA,NaN,97,mmol/l,mmol/L,NaN,NaN,NA,NA,numericitems,3978,3978
20024,Bacteriële PCR IS-pro (biopt),Bacterial PCR IS-pro (biopsy).,NaN,NaN,NaN,Bacteriële PCR IS-pro (biopt),555,LAB-Viro-Micro-biopt,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
20028,Bacteriële PCR IS-pro (bloed),Bacterial PCR IS-pro (blood),NaN,NaN,NaN,Bacteriële PCR IS-pro (bloed),561,LAB-Viro-Micro-bloed,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20037,Bacteriële PCR IS-pro (liquor),Bacterial PCR IS-pro (liquor),NaN,NaN,NaN,Bacteriële PCR IS-pro (liquor),539,LAB-Viro-Micro-liquor,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,4,4
20048,Bacteriële PCR IS-pro (oor),Bacterial PCR IS-pro (ear),NaN,NaN,NaN,Bacteriële PCR IS-pro (oor),549,LAB-Viro-Micro-oor,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,1,1
20049,Bacteriële PCR IS-pro (overig),Bacterial PCR IS-pro (other).,NaN,NaN,NaN,Bacteriële PCR IS-pro (overig),542,LAB-Viro-Micro-diversen,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,2,2
20053,Bacteriële PCR IS-pro (pleurapunct.),Bacterial PCR IS-pro (pleural puncture).,NaN,NaN,NaN,Bacteriële PCR IS-pro (pleurapunct.),526,LAB-Viro-Micro-pleurapunct.,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,4,4
20054,Bacteriële PCR IS-pro (punctaat),Bacterial PCR IS-pro (punctate).,NaN,NaN,NaN,Bacteriële PCR IS-pro (punctaat),533,LAB-Viro-Micro-punctaat,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,6,6
20055,Bacteriële PCR IS-pro (pus),Bacterial PCR IS-pro (pus),NaN,NaN,NaN,Bacteriële PCR IS-pro (pus),553,LAB-Viro-Micro-pus,NaN,NA,NaN,1,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,freetextitems,5,5
20071,Flexiseal spoelen,Flexiseal spoelen,NaN,NaN,NaN,Flexiseal spoelen,433,OPDR. Gastro-Intestinaal,NaN,84,Opdr. Gastro-Intestinaal,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,procedureorderitems,4010,NA
20072,Teruggave galvocht,Bile fluid return,NaN,NaN,NaN,Teruggave galvocht,426,DIVERSEN,miscellaneous,NA,NaN,0,NA,NaN,6,ml,mL,NaN,NaN,NA,NA,numericitems,3,3
20076,MFT_Substitutievolume_totaal,MFT_Substitution volume_total,NaN,NaN,NaN,MFT_Substitutievolume_totaal,681,CVVH-MFT,NaN,NA,NaN,0,NA,NaN,8,l,L,NaN,NaN,NA,NA,numericitems,764289,11355
20077,MFT_Substitutievolume_huidig,MFT_Substitution volume_current,NaN,NaN,NaN,MFT_Substitutievolume_huidig,681,CVVH-MFT,NaN,NA,NaN,0,NA,NaN,8,l,L,NaN,NaN,NA,NA,numericitems,764241,11354
20080,MFT_Behandelingsduur,MFT_Treatment duration,NaN,NaN,NaN,MFT_Behandelingsduur,681,CVVH-MFT,NaN,NA,NaN,0,NA,NaN,5,uur,h,NaN,NaN,NA,NA,numericitems,1664550,24908
20082,3-Methoxythyramine (bloed),3-Methoxythyramine (blood),NaN,NaN,NaN,3-Methoxythyramine (bloed),478,LAB-Endo-bloed,NaN,NA,NaN,1,NA,NaN,44,nmol/l,nmol/L,NaN,NaN,NA,NA,numericitems,1,1
20090,Metanefrine (bloed),Metanephrine (blood),NaN,NaN,NaN,Metanefrine (bloed),478,LAB-Endo-bloed,NaN,NA,NaN,1,NA,NaN,44,nmol/l,nmol/L,NaN,NaN,NA,NA,numericitems,1,1
20092,Normetanefrine (bloed),Normetanephrine (blood),NaN,NaN,NaN,Normetanefrine (bloed),478,LAB-Endo-bloed,NaN,NA,NaN,1,NA,NaN,44,nmol/l,nmol/L,NaN,NaN,NA,NA,numericitems,1,1
20093,Bio CVVH  - Studie,Bio CVVH - Study,NaN,NaN,NaN,Bio CVVH  - Studie,658,Research-Processen,NaN,118,Research,NA,NA,NaN,NA,NaN,NaN,NaN,NaN,NA,NA,drugitems,4,NA
20094,Airway Braken,Airway Braken,NaN,NaN,NaN,Airway Braken,733,Transport Registratie,NaN,NA,NaN,0,1,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,2,2
20096,Airway item anders pre-per-post,Airway item anders pre-per-post,NaN,NaN,NaN,Airway item anders pre-per-post,733,Transport Registratie,NaN,NA,NaN,0,7,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20098,Breathing %Zuurstof veranderd,Breathing %Oxygen changed,NaN,NaN,NaN,Breathing %Zuurstof veranderd,733,Transport Registratie,NaN,NA,NaN,0,13,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,5,5
20100,Breathing Hypoxie,Breathing Hypoxie,NaN,NaN,NaN,Breathing Hypoxie,733,Transport Registratie,NaN,NA,NaN,0,19,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20101,Breathing item anders pre-per-post,Breathing item anders pre-per-post,NaN,NaN,NaN,Breathing item anders pre-per-post,733,Transport Registratie,NaN,NA,NaN,0,23,Per-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20102,Breathing Zuurstoftank leeg,Breathing Oxygen tank empty,NaN,NaN,NaN,Breathing Zuurstoftank leeg,733,Transport Registratie,NaN,NA,NaN,0,26,Per-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20104,Circulation Bloeding,Circulation Bloeding,NaN,NaN,NaN,Circulation Bloeding,733,Transport Registratie,NaN,NA,NaN,0,31,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,5,5
20105,Circulation Dislocatie lijn,Circulation Dislocatie lijn,NaN,NaN,NaN,Circulation Dislocatie lijn,733,Transport Registratie,NaN,NA,NaN,0,35,Per-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,5,5
20106,Circulation Hypertensie,Circulation Hypertensie,NaN,NaN,NaN,Circulation Hypertensie,733,Transport Registratie,NaN,NA,NaN,0,37,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,9,9
20107,Circulation Hypotensie,Circulation Hypotensie,NaN,NaN,NaN,Circulation Hypotensie,733,Transport Registratie,NaN,NA,NaN,0,40,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,5,5
20108,Circulation item anders pre-per-post,Circulation item anders pre-per-post,NaN,NaN,NaN,Circulation item anders pre-per-post,733,Transport Registratie,NaN,NA,NaN,0,44,Per-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,3,3
20109,Circulation Ritmestoornis,Circulation Arrhythmia,NaN,NaN,NaN,Circulation Ritmestoornis,733,Transport Registratie,NaN,NA,NaN,0,46,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20110,Circulation Sterke toename medicatie behoefte,Circulation Strong increase in medication need,NaN,NaN,NaN,Circulation Sterke toename medicatie behoefte,733,Transport Registratie,NaN,NA,NaN,0,49,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20111,Disability Agitatie/Motorische onrust,Disability Agitation/Motor agitation,NaN,NaN,NaN,Disability Agitatie/Motorische onrust,733,Transport Registratie,NaN,NA,NaN,0,52,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20114,Disability Sterke toename medicatie behoefte,Disability Strong increase in medication need,NaN,NaN,NaN,Disability Sterke toename medicatie behoefte,733,Transport Registratie,NaN,NA,NaN,0,61,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20115,Exposure Dislocatie drain,Exposure Dislocatie drain,NaN,NaN,NaN,Exposure Dislocatie drain,733,Transport Registratie,NaN,NA,NaN,0,64,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,2,2
20119,Exposure Obstructie/afknellen drain,Exposure Obstruction/cutting off drain,NaN,NaN,NaN,Exposure Obstructie/afknellen drain,733,Transport Registratie,NaN,NA,NaN,0,77,Per-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20121,Other Apparatuur,Other Equipment,NaN,NaN,NaN,Other Apparatuur,733,Transport Registratie,NaN,NA,NaN,0,82,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,8,8
20122,Other Communicatie,Other Communicatie,NaN,NaN,NaN,Other Communicatie,733,Transport Registratie,NaN,NA,NaN,0,85,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20123,Other item anders pre-per-post,Other item anders pre-per-post,NaN,NaN,NaN,Other item anders pre-per-post,733,Transport Registratie,NaN,NA,NaN,0,89,Per-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,3,3
20124,Other Logistiek & Planning,Other Logistics & Planning,NaN,NaN,NaN,Other Logistiek & Planning,733,Transport Registratie,NaN,NA,NaN,0,91,Pre-transport,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,1,1
20134,Breathing FiO2(%),Breathing FiO2(%),NaN,NaN,NaN,Breathing FiO2(%),733,Transport Registratie,NaN,NA,NaN,0,NA,NaN,0,None,NaN,NaN,NaN,NA,NA,numericitems,14,14
20137,Transport Airway (A),Transport Airway (A),NaN,NaN,NaN,Transport Airway (A),733,Transport Registratie,NaN,NA,NaN,0,1,Spontaan,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,125,125
20139,Transport bestemming,Transport destination,NaN,NaN,NaN,Transport bestemming,733,Transport Registratie,NaN,NA,NaN,0,1,CT,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,707,707
20140,Transport Breathing (B),Transport Breathing (B),NaN,NaN,NaN,Transport Breathing (B),733,Transport Registratie,NaN,NA,NaN,0,1,Spontaan,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,90,90
20141,Transport Circulation (C),Transport Circulation (C),NaN,NaN,NaN,Transport Circulation (C),733,Transport Registratie,NaN,NA,NaN,0,1,CVC,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,176,176
20144,Transport Disability (D),Transport Disability (D),NaN,NaN,NaN,Transport Disability (D),733,Transport Registratie,NaN,NA,NaN,0,1,Wakker,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,112,112
20145,Transport Doel,Transport Purpose,NaN,NaN,NaN,Transport Doel,733,Transport Registratie,NaN,NA,NaN,0,1,Diagnostiek,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,230,230
20146,Transport Exposure (E) drains,Transport Exposure (E) drains,NaN,NaN,NaN,Transport Exposure (E) drains,733,Transport Registratie,NaN,NA,NaN,0,1,Thorax drain,NA,NaN,NaN,NaN,NaN,NA,NA,listitems,34,34
